"SC_CODE","SC_NAME","SC_GROUP","SC_TYPE","OPEN","HIGH","LOW","CLOSE","LAST","PREVCLOSE","NO_TRADES","NO_OF_SHRS","NET_TURNOV","TDCLOINDI","DATE"
507817,"WIRES FABRIK","B ","Q",47.55,47.55,47.55,47.55,47.55,45.3,1,25,1188,,"17-02-2014"
507828,"ANSAL HOUS. ","B ","Q",16.05,16.55,16.05,16.25,16.25,16.5,5,228,3704,,"17-02-2014"
507833,"COMPUTER PNT","B ","Q",0.92,0.92,0.91,0.91,0.91,0.92,2,4000,3645,,"17-02-2014"
507836,"MAC CHARLES ","T ","Q",82.25,82.25,82,82,82,82.6,6,189,15508,,"17-02-2014"
507864,"PION INVEST ","T ","Q",8.35,8.67,8.1,8.65,8.65,8.34,96,9061,74616,,"17-02-2014"
507870,"LLOYDS FIN. ","T ","Q",0.45,0.48,0.44,0.48,0.48,0.46,5,1710,782,,"17-02-2014"
507872,"ASHNOOR TEX.","T ","Q",2.75,2.75,2.75,2.75,2.75,2.85,1,420,1155,,"17-02-2014"
507878,"UNITECH LTD ","A ","Q",12.65,12.74,12.35,12.53,12.53,12.66,1945,1638477,20539331,,"17-02-2014"
507880,"VIP INDUS.  ","B ","Q",58.1,59.55,58.1,58.55,58.55,58.05,605,53819,3158670,,"17-02-2014"
507892,"WINSOMEDJ   ","B ","Q",6.77,6.98,6.76,6.8,6.8,6.99,66,4899,33861,,"17-02-2014"
507912,"LKP FIN     ","B ","Q",58,61.5,58,61.5,61.5,59.9,3,130,7557,,"17-02-2014"
507944,"BAJAJ STEEL ","B ","Q",168.35,168.35,152.35,153.5,153.1,160.35,596,9505,1521826,,"17-02-2014"
507960,"GUJ.HOTELS  ","B ","Q",136,136,136,136,136,135.95,5,10,1360,,"17-02-2014"
507968,"JOLLY PLAST.","T ","Q",92.55,92.55,92.55,92.55,92.55,94.4,1,100,9255,,"17-02-2014"
507970,"PARA. COSMET","T ","Q",17.7,17.7,17.7,17.7,17.7,16.9,5,128,2265,,"17-02-2014"
507981,"JINDAL HOTL ","B ","Q",23.7,23.7,22.55,22.6,23.7,23.7,15,809,18274,,"17-02-2014"
507998,"SIMMONDS-MAR","B ","Q",19.1,19.1,19.05,19.05,19.05,20,3,200,3812,,"17-02-2014"
508136,"BB REALTY   ","B ","Q",113.25,113.25,112.9,112.9,112.9,107.9,16,200,22615,,"17-02-2014"
508306,"LEDO TEA CO ","B ","Q",86,86,86,86,86,89.85,1,200,17200,,"17-02-2014"
508486,"HAWKINS COOK","B ","Q",1880.05,1915,1860,1897.4,1900,1875.85,319,1470,2752319,,"17-02-2014"
508494,"WARREN TEA  ","T ","Q",273,273,259.95,259.95,259.95,273.6,41,200,52668,,"17-02-2014"
508664,"BEST E.HOTEL","B ","Q",20.5,21,20.5,21,21,21,26,3592,74782,,"17-02-2014"
508807,"IST LTD.    ","T ","Q",191,200.55,188,200.55,200.55,191,7,402,75661,,"17-02-2014"
508814,"COSMO FILMS ","B ","Q",51.5,51.5,47.95,48,48,51.4,181,10043,486055,,"17-02-2014"
508860,"DIAMANT     ","B ","Q",1.46,1.46,1.46,1.46,1.46,1.53,2,1007,1470,,"17-02-2014"
508869,"APOLLO HOSP.","A ","Q",902.05,925,902.05,920.75,920.75,912.45,478,2691,2473670,,"17-02-2014"
508905,"SMIFS CAPITA","B ","Q",33.5,33.5,30.55,31,31,31.95,9,1302,40777,,"17-02-2014"
508906,"EVEREST INDS","B ","Q",145.95,145.95,140.15,140.25,140.2,140.5,112,1123,158128,,"17-02-2014"
508922,"MSR INDIA   ","T ","Q",27.75,29.1,26.4,28,28,27.75,49,3307,91860,,"17-02-2014"
508933,"WELSPUN SYNT","B ","Q",8.6,9.01,8.6,8.89,8.89,8.59,89,6484,58171,,"17-02-2014"
508939,"BLUE CIRCLE ","T ","Q",12.05,12.05,11.8,12,12,11.93,50,206394,2486446,,"17-02-2014"
508941,"PANASON CAR ","B ","Q",136,136,130,130,130,130.25,16,750,97670,,"17-02-2014"
508969,"SULABH ENG. ","B ","Q",204,204.25,203.25,203.8,203.8,203.8,227,63840,13015145,,"17-02-2014"
508976,"SPANCO      ","B ","Q",7,7.41,7,7.09,7.09,7.22,18,1473,10415,,"17-02-2014"
508982,"LINKSON I   ","T ","Q",129.2,129.2,129.2,129.2,129.2,123.05,1,100,12920,,"17-02-2014"
508989,"NAVNETEDUL  ","B ","Q",54.45,54.45,52.75,53.25,53.25,53.5,233,27288,1447169,,"17-02-2014"
508996,"SATPROP LTD ","B ","Q",4.75,5.65,4.75,5.15,5.15,5,116,13227,67899,,"17-02-2014"
508998,"STERL INTER ","T ","Q",7.51,8,7.51,7.72,7.65,7.9,109,29105,224095,,"17-02-2014"
509020,"RUCHI INFRA.","B ","Q",12.55,13.5,12.5,12.51,12.95,12.6,19,5248,65702,,"17-02-2014"
509040,"NETLINK SOLU","B ","Q",0.75,0.75,0.75,0.75,0.75,0.73,1,50,37,,"17-02-2014"
509048,"LANCOR HOLDS","B ","Q",31.8,31.9,31.8,31.9,31.9,32,8,250,7970,,"17-02-2014"
509051,"INDIAN INFO.","B ","Q",9.85,10.25,9.85,9.85,9.85,10.05,273,3422771,34119543,,"17-02-2014"
509053,"BANAS FIN.  ","T ","Q",31.85,35.15,31.85,35.15,35.15,33.5,54,2805,97759,,"17-02-2014"
509055,"VISAKA IND. ","B ","Q",70.95,70.95,67.8,68,68.95,69.25,157,1058,72094,,"17-02-2014"
509069,"INFOMEDIA   ","T ","Q",2.43,2.43,2.43,2.43,2.43,2.32,1,455,1105,,"17-02-2014"
509073,"HATHWAY BHAW","T ","Q",11,11,11,11,11,10.5,1,10,110,,"17-02-2014"
509077,"PRESSMN     ","T ","Q",22,22,20.85,20.85,20.85,21.9,51,7000,148506,,"17-02-2014"
509079,"GUFIC BIO SC","B ","Q",4.94,5.29,4.94,5.14,5.14,5.07,8,1001,5045,,"17-02-2014"
509130,"DUNLOP INDIA","T ","Q",5.6,5.75,5.6,5.6,5.7,5.8,53,4266,24090,,"17-02-2014"
509148,"GOVIND RUBB.","B ","Q",14,14.05,13.2,13.45,13.9,14.15,200,15275,208746,,"17-02-2014"
509152,"GRPLTD      ","B ","Q",999.95,999.95,999.95,999.95,999.95,997.4,1,7,6999,,"17-02-2014"
509162,"INDAG RUBBER","T ","Q",230,237.95,230,232,232,233.6,32,300,70301,,"17-02-2014"
509196,"M.M.RUBBER  ","T ","Q",9.47,9.47,9.47,9.47,9.47,9.02,4,1000,9470,,"17-02-2014"
509220,"PTL LTD     ","T ","Q",23.6,23.65,23.6,23.6,23.65,22.8,2,505,11918,,"17-02-2014"
509243,"TVS SRICHAKR","B ","Q",257,270,256.3,268.8,269.75,256.6,234,2467,660558,,"17-02-2014"
509438,"BENARES HOT ","T ","Q",546.55,569.95,546.55,558.5,558.5,557.1,73,2200,1227383,,"17-02-2014"
509472,"CRAVATEX    ","B ","Q",199,204.75,186.2,198.5,198.5,195,40,588,116270,,"17-02-2014"
509480,"BERGE PAINT ","A ","Q",211.95,211.95,205.55,206.55,206.55,209.5,243,6019,1245402,,"17-02-2014"
509486,"CAPRIHANS   ","B ","Q",33.1,33.25,32.7,33.25,33.25,32.7,19,1078,35573,,"17-02-2014"
509488,"GRAPHITE IN.","B ","Q",80.15,80.7,80,80,80.1,80,33,6273,501892,,"17-02-2014"
509496,"ITDCEM      ","B ","Q",138,138,136,136,136,136,13,196,26853,,"17-02-2014"
509499,"CENTRON IND ","T ","Q",35.1,35.1,33.5,34.85,34.85,33.45,1250,789046,27436873,,"17-02-2014"
509525,"EMPIRE IND. ","B ","Q",470,470,470,470,470,485,4,300,141000,,"17-02-2014"
509527,"FALCON TYRES","T ","Q",15.1,15.1,15.1,15.1,15.1,14.45,1,100,1510,,"17-02-2014"
509550,"GAMMON INDIA","B ","Q",12.2,12.8,12.2,12.49,12.4,12.62,102,6305,79449,,"17-02-2014"
509557,"GARWARE WALL","B ","Q",55,55.25,54.5,55,55,55,26,3259,179025,,"17-02-2014"
509563,"GARWA.MARINE","B ","Q",8.9,8.9,8.9,8.9,8.9,8.48,10,19933,177403,,"17-02-2014"
509567,"GOA CARBON  ","B ","Q",59.1,61.5,59,59.65,59.65,60.35,164,3360,202420,,"17-02-2014"
509597,"HARDCASTLE  ","T ","Q",294,294,293.9,294,294,299.9,19,2120,623279,,"17-02-2014"
509627,"HIND.DORR   ","T ","Q",8.8,9.2,8.65,8.73,8.7,8.94,52,10001,87517,,"17-02-2014"
509631,"HEG LIMITED ","B ","Q",191.15,197.6,191.05,194.25,193.5,195.65,375,2135,415683,,"17-02-2014"
509635,"HIND.COMPOSI","B ","Q",440,449.45,440,449.45,449.45,440,4,80,35247,,"17-02-2014"
509675,"HIL         ","B ","Q",240,248,238.8,246.35,244,239.75,201,1200,292362,,"17-02-2014"
509692,"IND.CARD    ","B ","Q",82.55,82.55,82.55,82.55,82.55,83.95,1,100,8255,,"17-02-2014"
509709,"INT.CONVEYOR","B ","Q",13.25,13.25,13,13,13,13,6,1208,15706,,"17-02-2014"
509715,"JAYSHRE TEA ","B ","Q",82.5,82.5,81.6,81.9,82,82,158,7604,624074,,"17-02-2014"
509762,"MAPRO IND.  ","T ","Q",31.8,31.8,31.8,31.8,31.8,31.2,1,1,31,,"17-02-2014"
509820,"PAPER PROD  ","B ","Q",77.35,78,75,75.9,75.9,78.25,245,8461,643803,,"17-02-2014"
509839,"PUN.WOOLCOMB","B ","Q",1.41,1.49,1.41,1.49,1.49,1.42,6,3071,4335,,"17-02-2014"
509874,"SHALIMAR PAI","T ","Q",70,70.5,68.05,69.3,69.3,68.85,26,620,42823,,"17-02-2014"
509895,"HIND MILLS  ","B ","Q",384.9,384.9,353.55,371,372.5,354,63,382,137388,,"17-02-2014"
509930,"SUPREM IND  ","B ","Q",429,430.35,416.75,419.45,423.75,429.2,328,2043,862262,,"17-02-2014"
509945,"THACKER     ","T ","Q",625.55,625.55,625.55,625.55,625.55,613.3,1,1,625,,"17-02-2014"
509953,"TRADE WINGS ","T ","Q",79.35,79.35,79.35,79.35,79.35,75.6,1,298,23646,,"17-02-2014"
509966,"VST INDUS.  ","B ","Q",1602.5,1649.5,1590.1,1590.2,1590.1,1600.6,71,270,432620,,"17-02-2014"
509992,"UB ENGG.    ","T ","Q",9.15,9.5,9.13,9.24,9.21,9.61,73,9586,88112,,"17-02-2014"
510245,"SWASTI VINAY","B ","Q",1.79,1.79,1.58,1.66,1.66,1.55,10,7230,12499,,"17-02-2014"
511000,"MADHUS.SEC  ","T ","Q",51,51,51,51,51,51,1,10,510,,"17-02-2014"
511016,"PREMIER CAP.","T ","Q",1045,1048.05,1045,1048.05,1048.05,998.15,8,222,232443,,"17-02-2014"
511034,"JINDAL DRILL","B ","Q",171.6,174.8,168,169.15,169.15,169.6,172,794,134775,,"17-02-2014"
511066,"SAKTHI FIN. ","T ","Q",11,11,10.5,10.5,10.5,10.48,5,1301,14302,,"17-02-2014"
511072,"DEWAN H.FIN.","B ","Q",207,207.95,203,204.75,204.75,206,1099,28446,5827798,,"17-02-2014"
511076,"SAT IND LTD ","T ","Q",1.8,1.87,1.75,1.87,1.87,1.79,70,11645,21025,,"17-02-2014"
511082,"MAAJTL      ","T ","Q",54.8,54.8,54.8,54.8,54.8,53.75,1,25,1370,,"17-02-2014"
511092,"JMD TELEFILM","T ","Q",7.14,7.14,6.47,7.14,7.14,6.8,5,50,356,,"17-02-2014"
511108,"SHIVA TEXYAM","B ","Q",25,25,25,25,25,25,2,230,5750,,"17-02-2014"
511110,"V.B.DESAI   ","B ","Q",9.05,9.05,9.05,9.05,9.05,9.5,1,100,905,,"17-02-2014"
511114,"VALUEMAR    ","B ","Q",11.17,11.17,11.17,11.17,11.17,11.39,1,2,22,,"17-02-2014"
511116,"QUADRANT    ","T ","Q",3.09,3.34,3.09,3.33,3.34,3.19,17,13122,43376,,"17-02-2014"
511131,"KAMAN HSG   ","B ","Q",25.85,25.9,25.8,25.9,25.85,26.5,24,650,16805,,"17-02-2014"
511138,"KOTHARIFIN  ","T ","Q",40.75,43.55,40.75,43.4,43.4,41.5,129,62162,2667588,,"17-02-2014"
511144,"ASYAINFO    ","B ","Q",9.03,9.1,9.03,9.05,9.05,9,28,23786,215317,,"17-02-2014"
511196,"CANFIN HOMES","B ","Q",178.1,179,174.5,176.55,176.6,177.85,115,2995,527128,,"17-02-2014"
511208,"IL & FS INVE","B ","Q",12.51,12.6,12.2,12.33,12.34,12.5,106,27504,343890,,"17-02-2014"
511218,"SHRIRAM TRAN","A ","Q",564.65,569,550,553.45,553.45,556,1072,11744,6553884,,"17-02-2014"
511243,"CHOLAFIN    ","B ","Q",234.05,237.95,232.5,234.65,237,235.55,55,240,56075,,"17-02-2014"
511272,"CFL CAPITAL ","T ","Q",4.15,4.15,4.15,4.15,4.15,3.97,1,5,20,,"17-02-2014"
511276,"MEFCOM AGRO ","T ","Q",6.53,6.53,6.53,6.53,6.53,6.3,1,1,6,,"17-02-2014"
511288,"GRUH FINANCE","B ","Q",261,261.9,255,256.8,256.8,261.75,362,8070,2074287,,"17-02-2014"
511306,"PAL CREDIT  ","T ","Q",1.36,1.36,1.36,1.36,1.36,1.43,1,150,204,,"17-02-2014"
511333,"VLS FINANCE ","T ","Q",12.3,12.8,12.25,12.62,12.74,12.42,103,7824,97856,,"17-02-2014"
511357,"KAILASH AUTO","B ","Q",37.85,37.9,37.5,37.9,37.9,37.75,511,2170839,82259781,,"17-02-2014"
511369,"FIRST FIN.  ","B ","Q",8.2,8.3,8.1,8.15,8.3,8.2,136,535161,4375162,,"17-02-2014"
511389,"VIDEOCON IND","A ","Q",165.75,166,163.8,165.4,165.4,165.05,508,44950,7428065,,"17-02-2014"
511411,"SHRISTINFRA ","T ","Q",55.3,55.3,55.3,55.3,55.3,52.7,1,40,2212,,"17-02-2014"
511413,"SHARYANS RES","T ","Q",38.3,38.3,38.3,38.3,38.3,40.3,10,36,1378,,"17-02-2014"
511421,"PINEANIM    ","T ","Q",93,93.6,93,93.45,93.45,93.3,1755,465040,43486220,,"17-02-2014"
511427,"ATN INTER.  ","T ","Q",0.15,0.15,0.15,0.15,0.15,0.15,2,2000,300,,"17-02-2014"
511431,"VAKRANGEE   ","B ","Q",89.45,90.8,87.65,88.75,88.75,87.35,1145,243262,21799360,,"17-02-2014"
511447,"SYLPH TECH  ","B ","Q",3.41,3.41,3.41,3.41,3.41,3.25,1,39,132,,"17-02-2014"
511451,"DHARANI FIN.","T ","Q",3.81,3.81,3.81,3.81,3.81,4,2,20,76,,"17-02-2014"
511473,"IND.BANK MER","T ","Q",3.52,3.52,3.52,3.52,3.52,3.52,1,20,70,,"17-02-2014"
511501,"BHARAT BHUSH","B ","Q",10.74,10.74,10.74,10.74,10.74,10.39,1,5,53,,"17-02-2014"
511503,"SECEARTH    ","T ","Q",20,20.5,19.1,19.8,20.05,20.1,495,247537,4979183,,"17-02-2014"
511505,"CAPITAL TRUS","T ","Q",15.75,15.75,15.75,15.75,15.75,16.55,1,1,15,,"17-02-2014"
511509,"VIVO BIO TEC","T ","Q",13.85,14.38,13.85,14.38,14.38,13.7,2,51,717,,"17-02-2014"
511523,"VEERHEALTH  ","T ","Q",2.03,2.03,2.03,2.03,2.03,2.13,4,2900,5887,,"17-02-2014"
511525,"PAN INDIA C ","T ","Q",0.29,0.29,0.27,0.27,0.27,0.28,10,4305,1162,,"17-02-2014"
511533,"SAHARA HOUSG","B ","Q",40.55,40.75,40.55,40.55,40.55,42.65,39,414,16806,,"17-02-2014"
511539,"SUPRATRE    ","T ","Q",1.69,1.69,1.69,1.69,1.69,1.66,1,100,169,,"17-02-2014"
511543,"GSB FINANCE ","B ","Q",3.1,3.1,3.1,3.1,3.1,3.16,1,1,3,,"17-02-2014"
511551,"NETWORTH STK","B ","Q",10.51,10.99,10.46,10.63,10.97,11,50,3265,34385,,"17-02-2014"
511557,"PRO FIN CAP.","T ","Q",93.95,95,87,94.9,95,91,43,1613,152386,,"17-02-2014"
511559,"TIMES GUARAN","B ","Q",21.45,21.45,21.45,21.45,21.45,20.9,1,10,214,,"17-02-2014"
511585,"REGENCY TRUS","B ","Q",9.1,9.1,8.3,8.3,8.3,8.73,3,50,419,,"17-02-2014"
511589,"AVONMORE    ","T ","Q",16.75,16.75,16.75,16.75,16.75,17.6,1,20,335,,"17-02-2014"
511593,"LIBORD INFO.","T ","Q",5.4,5.4,5.4,5.4,5.4,5.5,1,50,270,,"17-02-2014"
511605,"ARIHANT CAP.","B ","Q",15.5,16.4,15.2,16.4,16.4,16.75,21,197,3008,,"17-02-2014"
511607,"BIR SHL EDU ","T ","Q",3.6,3.75,3.43,3.75,3.75,3.6,76,5955,21013,,"17-02-2014"
511609,"ISL CONSULT ","T ","Q",15.4,15.4,15.4,15.4,15.4,15.7,14,16683,256918,,"17-02-2014"
511618,"JIK INDUS.  ","T ","Q",0.89,0.89,0.83,0.83,0.83,0.87,7,3345,2836,,"17-02-2014"
511630,"SAMBHAAV MED","B ","Q",1.32,1.36,1.24,1.24,1.24,1.3,444,5706,7472,,"17-02-2014"
511636,"DJS STOCK   ","T ","Q",0.61,0.61,0.61,0.61,0.61,0.64,1,1000,610,,"17-02-2014"
511638,"MADHUR CAP. ","T ","Q",2.93,2.93,2.93,2.93,2.93,3.08,13,4199,12303,,"17-02-2014"
511652,"GEMOIL      ","B ","Q",25.15,25.35,23.85,25.1,25.1,24.75,1081,406153,9903785,,"17-02-2014"
511668,"FACT ENTERP ","T ","Q",0.89,0.89,0.81,0.89,0.89,0.85,27,31144,27393,,"17-02-2014"
511676,"GIC HOUSING ","B ","Q",94.65,95.25,93.3,94.35,94.35,95.1,326,18521,1746385,,"17-02-2014"
511682,"IFL PRMOTER ","T ","Q",6.21,6.66,6.21,6.36,6.26,6.35,46,58108,385314,,"17-02-2014"
511688,"MATHEW EASOW","T ","Q",47.2,47.25,47.2,47.25,47.25,45,3,140,6610,,"17-02-2014"
511692,"AJCON GLOBAL","B ","Q",15.6,15.85,15.5,15.85,15.85,15.55,157,12182,191142,,"17-02-2014"
511706,"ACTION FIN. ","B ","Q",8.5,8.5,8.5,8.5,8.5,8.89,1,50,425,,"17-02-2014"
511710,"CUBICAL FIN.","T ","Q",48.05,48.2,48.05,48.15,48.15,49.45,3,400,19255,,"17-02-2014"
511724,"BAID LEASING","T ","Q",17.95,17.95,17.3,17.3,17.3,17.4,2,300,5320,,"17-02-2014"
511726,"VIPUL LTD   ","B ","Q",5.65,5.69,5.35,5.59,5.69,5.48,168,1682,9462,,"17-02-2014"
511736,"USHDEV INTNL","B ","Q",236.6,249.95,236.15,236.25,236.25,253.95,29,8490,2052112,,"17-02-2014"
511754,"SHALIB.FINAN","B ","Q",21,22.3,20.5,21.75,21,21,237,35477,769721,,"17-02-2014"
511766,"MUTHOOT CAP ","B ","Q",87.7,87.7,83.5,84.3,83.8,83.05,53,1967,166743,,"17-02-2014"
511768,"MASTER TRUST","T ","Q",23.95,26.4,23.95,23.95,23.95,25.2,8,259,6205,,"17-02-2014"
512018,"CNI RES LTD ","T ","Q",2.08,2.08,2.08,2.08,2.08,1.99,1,1,2,,"17-02-2014"
512047,"ROYAL IND   ","B ","Q",5.42,5.42,5.42,5.42,5.42,5.17,2,1150,6233,,"17-02-2014"
512048,"SMIL        ","B ","Q",1.91,1.91,1.9,1.9,1.9,1.99,59,355853,676312,,"17-02-2014"
512068,"DECCANGOLD  ","B ","Q",19.9,20.75,19.45,19.5,19.5,19.9,241,33973,671996,,"17-02-2014"
512070,"UPL         ","A ","Q",186,187.3,182,183.2,183.2,185.2,1251,52916,9726276,,"17-02-2014"
512093,"CRANES SOFTW","T ","Q",4,4.18,4,4.05,4.05,4.21,71,23114,94162,,"17-02-2014"
512097,"ORGAN COMM. ","T ","Q",8.17,8.17,8.17,8.17,8.17,8.01,2,155,1266,,"17-02-2014"
512105,"SHREENATH   ","T ","Q",10.54,10.9,10.53,10.74,10.74,10.74,45,22047,235572,,"17-02-2014"
512109,"AVIVA INDS  ","B ","Q",8.68,8.68,8.68,8.68,8.68,9.13,1,10,86,,"17-02-2014"
512113,"KELVINFIN   ","T ","Q",360,366,355,365.25,365.25,348.95,154,65904,23934530,,"17-02-2014"
512129,"JAYANT MERC.","T ","Q",20.15,20.15,20.15,20.15,20.15,20.55,2,91,1833,,"17-02-2014"
512131,"SIGNET IND  ","B ","Q",307.5,310,304.05,307.3,304.05,307.2,363,12402,3817933,,"17-02-2014"
512149,"ADVANCE TECH","T ","Q",0.1,0.11,0.09,0.1,0.1,0.1,12,272800,25674,,"17-02-2014"
512161,"8KMILES     ","B ","Q",99,111,97,104.15,104.15,98.5,790,18329,1892232,,"17-02-2014"
512175,"VAMA INDS   ","T ","Q",9.45,10.1,9.45,10.01,10.1,9.94,14,340,3339,,"17-02-2014"
512179,"SUNTECK REAL","B ","Q",237.05,243.8,235.75,239.35,239.35,240.85,194,10277,2460014,,"17-02-2014"
512191,"MISHKAFIN   ","T ","Q",50.85,50.85,50.85,50.85,50.85,49.9,106,62545,3180413,,"17-02-2014"
512199,"COREEDUTEC  ","T ","Q",17,17.25,16.75,16.85,16.8,17.6,241,58444,987419,,"17-02-2014"
512207,"EFFTXT      ","T ","Q",105,105,104.95,105,105,105,188,15175,1593337,,"17-02-2014"
512217,"PRISM MEDI  ","T ","Q",15.96,15.96,15.96,15.96,15.96,15.65,1,100,1596,,"17-02-2014"
512237,"JAI CORP LTD","B ","Q",59.95,59.95,58.3,58.45,58.45,59.6,2025,263053,15502086,,"17-02-2014"
512247,"ASHIRWAD CAP","B ","Q",2.15,2.23,2.1,2.23,2.23,2.15,26,4027,8506,,"17-02-2014"
512253,"MEUSEKARA   ","B ","Q",7.41,7.41,7.3,7.3,7.3,7.3,3,42,307,,"17-02-2014"
512257,"SVARTCORP   ","B ","Q",2.19,2.19,2.01,2.12,2.12,2.1,11,436,881,,"17-02-2014"
512267,"MEDIA MATRIX","B ","Q",3.3,3.6,3.2,3.58,3.6,3.42,32,7650,26278,,"17-02-2014"
512279,"NNTL        ","T ","Q",59.6,59.6,59.6,59.6,59.6,62.7,1,300,17880,,"17-02-2014"
512289,"SHIRPUR GOLD","T ","Q",50.95,51,47.5,47.65,47.65,49.25,94,2856,139755,,"17-02-2014"
512296,"BHAGYA INL  ","B ","Q",13.15,13.5,13.05,13.27,13.05,13.54,17,1102,14643,,"17-02-2014"
512299,"STERL.BIOTEC","T ","Q",7.48,7.48,7.17,7.25,7.25,7.4,48,29759,214575,,"17-02-2014"
512311,"SURABHI CHEM","B ","Q",76.5,76.7,73.1,76.55,76.6,76.6,810,474363,36284187,,"17-02-2014"
512332,"BIRLA CAP   ","B ","Q",0.87,0.88,0.8,0.88,0.88,0.84,7,4050,3382,,"17-02-2014"
512344,"ARAVALI SEC.","T ","Q",8.6,8.6,7.8,7.8,7.8,8.2,13,525,4115,,"17-02-2014"
512355,"ANUKARAN COM","B ","Q",11.75,11.75,11.75,11.75,11.75,11.98,1,5,58,,"17-02-2014"
512359,"ROTAM COMM. ","T ","Q",13.32,14.71,13.32,14.71,14.71,14.01,4,2300,33416,,"17-02-2014"
512361,"CUPID TRADE ","T ","Q",97.7,97.7,97.7,97.7,97.7,93.05,8,1474,144009,,"17-02-2014"
512369,"ENNORE COKE ","B ","Q",12.6,13.9,12.6,13.9,13.9,13.25,6,396,5144,,"17-02-2014"
512375,"INNOVENT    ","T ","Q",6.41,6.41,6.41,6.41,6.41,6.29,1,100,641,,"17-02-2014"
512379,"CRESSANDA SO","B ","Q",54.3,54.3,53,54,54,54.05,115,282520,15262037,,"17-02-2014"
512413,"SPECTACLE   ","T ","Q",1.4,1.4,1.4,1.4,1.4,1.34,3,1214,1699,,"17-02-2014"
512417,"SHARP TRAD  ","T ","Q",976.75,985,950,961.65,962.5,938.25,279,134036,129316467,,"17-02-2014"
512437,"APOLLO FIN I","B ","Q",5.28,5.82,5.28,5.82,5.82,5.55,2,11,63,,"17-02-2014"
512449,"SVC RES     ","T ","Q",4.02,4.02,4.02,4.02,4.02,3.95,7,17311,69590,,"17-02-2014"
512455,"LLOYDS MET E","B ","Q",7.01,7.26,7.01,7.01,7.01,7.26,33,516600,3750116,,"17-02-2014"
512463,"SHREE GLOBAL","B ","Q",30.5,33.5,30.5,31,31,31,3,6001,192031,,"17-02-2014"
512493,"GARNET INTL ","T ","Q",95,95,95,95,95,93,1,1,95,,"17-02-2014"
512499,"SHALIMAR PRO","T ","Q",6.2,6.2,5.71,5.92,5.93,5.95,1105,2835056,16905415,,"17-02-2014"
512519,"DONEAR IND. ","B ","Q",9.46,9.97,9.46,9.95,9.97,9.93,6,290,2765,,"17-02-2014"
512527,"SUPER SAL IN","B ","Q",285,290,285,285.9,288,290.05,31,180,51814,,"17-02-2014"
512529,"SEQUENT     ","T ","Q",175,177,172.1,173.25,177,178,42,720,125085,,"17-02-2014"
512531,"STC INDIA   ","B ","Q",146.5,147.5,143.95,145.1,145.85,145.95,450,9230,1346436,,"17-02-2014"
512535,"ASAHI INFRA.","B ","Q",0.83,0.83,0.83,0.83,0.83,0.87,11,5100,4233,,"17-02-2014"
512559,"KOHINORFOODS","B ","Q",39.5,41,38.35,38.8,38.8,39.6,847,50440,1989790,,"17-02-2014"
512573,"AVANTI FEEDS","B ","Q",378,424.75,378,413.9,413.9,380.25,4645,58523,24132058,,"17-02-2014"
512579,"GUJ.NRE COKE","B ","Q",9.11,9.11,8.6,8.61,8.6,9.08,460,100941,882338,,"17-02-2014"
512585,"KARMA ISP   ","T ","Q",0.78,0.84,0.78,0.84,0.84,0.8,3,1644,1372,,"17-02-2014"
512595,"UNIMODE OVER","T ","Q",6.32,6.5,6.32,6.5,6.5,6.65,3,28,177,,"17-02-2014"
512597,"KEYNOTE CORP","B ","Q",23.5,25.85,23.5,25.85,25.85,24.65,4,126,2963,,"17-02-2014"
512599,"ADANI ENTER ","A ","Q",216,221.35,213.15,220.25,220.25,215.1,5523,230296,50132712,,"17-02-2014"
512604,"HARIA EXPORT","T ","Q",1.89,2.04,1.89,2.04,2.04,1.95,4,1250,2392,,"17-02-2014"
512608,"BHANDARI HOS","T ","Q",38.5,39.8,38.5,39.8,39.8,38.95,31,22500,877447,,"17-02-2014"
512626,"ORBIT EXPORT","B ","Q",90.5,94,90.1,90.25,90.25,90.05,265,6924,633352,,"17-02-2014"
513005,"VBC FERRO   ","T ","Q",54.05,54.05,54,54,54,56.8,33,1756,94829,,"17-02-2014"
513010,"TATA SPONGE ","B ","Q",359.95,370,353.6,356.4,356.4,357.15,938,13682,4910075,,"17-02-2014"
513023,"NAV BHAR VEN","B ","Q",159.25,159.25,153.55,154.8,154.8,158,69,85,13248,,"17-02-2014"
513059,"G.S.AUTO INT","B ","Q",6.45,7.05,6.41,7.05,7.05,6.72,22,866,5895,,"17-02-2014"
513063,"TRANSFREIGHT","T ","Q",12,12,12,12,12,12.14,2,420,5040,,"17-02-2014"
513097,"SHIV.BIMETAL","B ","Q",8.5,8.5,8.1,8.11,8.11,8.5,13,1102,9020,,"17-02-2014"
513108,"GANDHI SP.TU","B ","Q",121.5,121.5,120,120.05,120,120.25,18,1590,190955,,"17-02-2014"
513117,"AMFORGE IND.","T ","Q",1.1,1.16,1.1,1.16,1.16,1.11,2,3100,3416,,"17-02-2014"
513121,"ORICON ENT  ","B ","Q",20,20,19.75,19.85,19.85,19.8,57,6310,125616,,"17-02-2014"
513142,"BALASORE    ","B ","Q",11.02,11.67,10.85,10.92,10.92,11.37,373,31210,342860,,"17-02-2014"
513149,"ACROW INDIA ","T ","Q",40.2,40.2,40,40,40,40,13,456,18266,,"17-02-2014"
