SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
532892,MOTILALOFS  ,T ,Q,243.00,243.00,230.00,232.00,232.00,232.00,50,1710,395180.00,
532893,VTM LTD     ,B ,Q,19.10,21.60,19.10,20.80,20.80,20.50,52,4619,97051.00,
532894,IWIND ENERGY,T ,Q,5.70,5.70,5.43,5.50,5.50,5.70,90,59806,328927.00,
532895,NAGREKA CAP ,T ,Q,17.55,17.55,17.55,17.55,17.55,18.45,2,100,1755.00,
532896,MAGNUM VENT ,T ,Q,4.00,4.19,3.81,4.19,4.19,4.00,18,3032,12012.00,
532898,POWER GRID  ,A ,Q,135.50,135.60,132.30,134.60,134.70,134.65,2688,249833,33581883.00,
532899,KAVERI SEED ,B ,Q,770.80,777.95,737.20,749.60,749.60,769.95,2650,17102,12845581.00,
532900,SE INVESTM  ,B ,Q,373.40,375.10,370.10,370.45,370.10,381.05,14,30,11166.00,
532902,CONSOL CONST,T ,Q,6.80,6.99,6.42,6.62,6.60,6.70,87,39401,261830.00,
532903,DHANUSTECH  ,Z ,Q,0.13,0.13,0.12,0.12,0.13,0.13,235,650508,78860.00,
532904,SUPREME INFR,T ,Q,419.00,419.00,398.00,409.00,409.00,418.00,25,1545,624154.00,
532905,SAAMYA BIO  ,T ,Q,2.66,2.66,2.56,2.63,2.56,2.61,61,32904,87163.00,
532906,MAANALU     ,B ,Q,25.25,25.60,24.50,25.40,25.00,25.15,12,104,2639.00,
532907,ILFSENGG    ,B ,Q,61.80,61.80,59.65,59.90,60.00,62.75,148,8837,533688.00,
532908,SHARON BIO  ,B ,Q,66.30,71.95,66.20,70.00,70.00,65.45,5951,369844,25781533.00,
532910,ANILLTD     ,B ,Q,294.10,307.00,287.00,288.60,288.00,299.05,242,9802,2843822.00,
532911,PARLE SOFTWR,T ,Q,14.60,14.60,14.60,14.60,14.60,15.25,2,10,146.00,
532912,NET 4 INDIA ,B ,Q,5.35,5.35,5.01,5.09,5.24,5.13,72,5287,27101.00,
532913,CIRCUIT SYS ,B ,Q,19.98,19.98,19.20,19.98,19.98,19.59,116,42457,845180.00,
532914,ARCOTECH LTD,B ,Q,330.40,334.80,327.10,330.00,330.00,330.90,220,10030,3312084.00,
532915,RELIGARE ENT,B ,Q,332.00,332.00,321.00,328.40,330.10,327.35,1328,20182,6586308.00,
532916,BARAK VALL  ,T ,Q,12.40,13.25,12.23,12.98,13.00,12.87,18,3041,37376.00,
532917,VARUN INDS  ,T ,Q,7.20,7.45,7.16,7.20,7.20,7.25,26,2416,17818.00,
532918,RATHI BARS  ,B ,Q,6.27,6.48,6.00,6.45,6.47,6.16,99,33560,212879.00,
532919,ALLIED COMP ,T ,Q,1.00,1.00,0.94,0.98,0.99,0.96,206,477688,464154.00,
532920,EMPEE DIST  ,B ,Q,47.55,47.80,46.00,46.10,46.10,46.90,99,3673,170683.00,
532921,ADANI PORTS ,A ,Q,273.40,275.80,263.25,268.25,268.25,275.80,10935,449332,120645784.00,
532922,EDELWEISS*  ,T ,Q,64.60,65.90,61.50,61.80,61.80,64.50,1223,144043,9070224.00,
532923,REN JEWELERY,B ,Q,60.10,60.10,58.45,59.00,59.00,60.80,18,271,16067.00,
532924,KOLTEPATIL  ,B ,Q,161.20,162.00,153.30,156.95,156.25,162.20,1757,21670,3410602.00,
532925,KAUSHAL INFR,B ,Q,10.89,11.03,9.99,10.02,10.09,10.51,542,137342,1457410.00,
532926,JYOTHY LAB  ,B ,Q,188.35,190.80,180.15,181.45,180.95,188.30,1069,13264,2449625.00,
532927,ECLERX      ,B ,Q,1210.20,1240.00,1191.35,1234.30,1234.30,1207.55,393,1865,2282705.00,
532928,TRIL        ,B ,Q,205.00,211.45,195.85,197.25,198.00,201.40,183,5759,1171921.00,
532929,BRIGADE     ,B ,Q,129.00,132.95,127.40,129.60,129.60,129.90,641,15392,1994987.00,XD
532930,BGR ENERGY  ,B ,Q,205.55,206.00,196.00,197.70,197.70,204.55,3233,77276,15433005.00,
532931,BURNPUR     ,B ,Q,14.01,14.55,13.69,13.73,13.73,14.41,299,36180,504213.00,
532932,MANAKSIA LTD,B ,Q,86.00,86.00,82.15,83.50,82.65,85.15,116,2013,167460.00,
532933,PORWAL AUTO ,T ,Q,7.29,7.29,6.62,6.71,6.71,6.95,34,4373,29559.00,
532934,PRECISION   ,B ,Q,67.10,69.05,66.35,67.90,67.90,70.00,44,930,63453.00,
532935,ARIES AGRO  ,B ,Q,92.60,93.50,85.50,86.65,85.50,91.50,960,34811,3091406.00,
532937,KUANTUM     ,B ,Q,74.60,75.80,72.15,72.65,72.65,73.00,80,3937,293696.00,
532938,CAPF        ,B ,Q,243.00,243.00,228.50,232.50,232.50,242.20,2913,95676,22454179.00,
532939,RPOWER      ,A ,Q,95.00,95.10,89.25,90.85,90.85,94.50,16233,1718779,157634905.00,
532940,J KUMAR INFR,B ,Q,323.45,335.00,316.95,331.35,331.35,323.45,734,18090,5841799.00,
532942,KNR CONST   ,T ,Q,254.00,257.90,239.75,249.85,250.00,250.30,220,25560,6373749.00,
532944,ONMOBILE    ,B ,Q,36.20,36.65,34.35,34.65,34.65,36.25,1953,283066,9991254.00,
532945,SHRIRAM EPC ,B ,Q,32.70,32.70,31.40,31.65,31.65,32.40,54,5635,180322.00,
532946,BANG        ,B ,Q,12.51,12.90,12.50,12.50,12.50,12.96,18,3240,40725.00,
532947,IRB INFRA   ,A ,Q,262.70,263.30,244.80,249.55,249.55,262.60,18611,845112,212669305.00,
532948,TULSI EXTRU ,B ,Q,6.20,6.40,6.11,6.16,6.11,6.37,58,11245,70402.00,
532950,MANJUSHRE   ,B ,Q,335.00,346.80,335.00,339.65,340.00,325.95,218,2166,738090.00,
532951,GSS INFOTECH,B ,Q,37.50,39.00,36.75,36.80,36.75,38.35,80,9343,349427.00,
532952,NAHAR CAP   ,B ,Q,77.20,79.95,77.20,79.90,79.90,79.75,36,2196,174002.00,
532953,V GUARD IND ,B ,Q,764.00,766.00,732.55,738.70,738.70,768.30,1330,13336,10006991.00,
532955,RECLTD      ,A ,Q,320.10,322.35,301.40,306.35,306.35,319.60,9158,285447,88293421.00,
532957,GOKAK TEXTI ,T ,Q,58.00,60.00,58.00,60.00,60.00,60.00,10,186,11132.00,
532959,GAMMON INFRA,B ,Q,14.10,14.30,13.45,13.60,13.60,13.95,772,129023,1775419.00,
532960,IB SECURITIE,B ,Q,26.80,26.90,26.20,26.45,26.40,26.30,1682,456574,12142176.00,
532961,SITA SHREE  ,T ,Q,7.10,7.67,7.10,7.67,7.67,7.42,7,224,1660.00,
532966,TITAGARH WAG,T ,Q,220.90,224.85,212.00,213.25,213.25,222.45,394,9558,2067375.00,
532967,KIRI DYES   ,B ,Q,147.00,147.00,139.00,141.10,141.10,145.30,412,27355,3855386.00,
532972,SANKHYA INFO,B ,Q,9.00,9.55,9.00,9.25,9.25,9.70,12,805,7646.00,
532974,ABML        ,B ,Q,24.00,24.05,21.85,21.85,22.30,22.95,405,100716,2298060.00,
532975,AISHWARYA TE,B ,Q,3.90,4.15,3.90,4.15,4.15,4.07,10,580,2362.00,
532976,JAIBALA IND ,T ,Q,24.80,26.40,24.50,24.55,25.75,25.45,67,7257,185426.00,
532977,BAJAJ AUTO  ,A ,Q,2104.65,2110.55,2084.90,2103.10,2103.10,2106.60,2088,170141,356632233.00,
532978,BAJAJ FINSE ,A ,Q,928.30,939.80,916.25,932.00,926.00,929.15,1233,7361,6812746.00,
532979,PIRPHYTO    ,B ,Q,35.75,36.00,34.00,34.15,34.15,35.55,72,4827,167505.00,
532980,GOKUL REFOIL,T ,Q,19.80,19.80,18.00,18.45,18.50,18.90,20,2126,39694.00,
532981,ANU LABS    ,Z ,Q,0.48,0.48,0.48,0.48,0.48,0.49,119,11951,5736.00,
532983,RPG LIFESCI ,B ,Q,103.05,104.20,98.00,98.45,98.45,104.55,656,16172,1619053.00,
532985,KOTAK SENSEX,B ,Q,268.75,268.75,266.75,266.75,266.75,267.80,37,1110,297042.00,
532986,NIRAJ CEMENT,B ,Q,7.60,7.60,7.60,7.60,7.60,7.92,5,1300,9880.00,
532987,RANE BRAKE  ,T ,Q,263.00,264.00,251.00,251.00,251.00,261.10,67,2688,696232.00,
532988,RANE ENGVL  ,T ,Q,351.00,355.00,350.00,350.05,350.05,351.00,22,1091,382102.00,
532989,BAFNA PHARMA,B ,Q,29.10,29.10,28.50,28.50,28.50,30.00,157,26252,748573.00,
532990,METKORE     ,B ,Q,8.50,8.50,8.21,8.41,8.22,8.51,91,5595,47122.00,
532991,MVL LIMITED ,T ,Q,1.75,1.82,1.75,1.75,1.75,1.84,53,29288,51586.00,
532992,CHL LTD     ,T ,Q,19.60,19.60,19.60,19.60,19.60,20.60,2,50,980.00,
532993,SEZALGLASS  ,T ,Q,5.13,5.45,5.13,5.38,5.38,5.40,12,1352,7070.00,
532994,ARCHIDPLY IN,B ,Q,17.30,17.90,16.20,16.80,16.80,16.85,54,5326,90359.00,
532997,KSK ENERGY  ,B ,Q,101.10,101.10,97.20,99.60,99.60,101.85,253,5524,547417.00,
532998,LOTUS EYE   ,B ,Q,10.11,10.11,9.40,9.84,9.84,9.88,36,1796,16917.00,
533001,SOMI CONVEY ,B ,Q,27.00,27.25,25.15,25.90,26.00,26.00,112,24146,628212.00,
533006,BIRLA COTSYN,T ,Q,0.15,0.15,0.13,0.13,0.13,0.14,256,2364457,309729.00,
533007,LGB FORGE   ,T ,Q,5.01,5.27,4.80,4.87,4.80,5.02,187,109132,547341.00,
533008,OCL IRON&ST ,T ,Q,25.50,25.50,25.20,25.20,25.20,26.50,13,1050,26710.00,
533012,LANDMRK PRO ,B ,Q,3.20,3.20,3.07,3.15,3.15,3.24,29,7249,22509.00,
533014,SICAGEN IND ,B ,Q,17.70,18.30,17.20,17.40,17.25,17.95,218,12395,219333.00,
533015,NUTEK INDIA ,T ,Q,0.97,0.97,0.89,0.93,0.93,0.93,396,335620,310011.00,
533016,AUSTRAL COKE,T ,Q,1.02,1.04,1.02,1.02,1.02,1.07,83,45933,47004.00,
533017,RESURGERE   ,T ,Q,1.97,2.06,1.96,2.04,2.04,2.06,166,112280,221249.00,
533019,SIMPLEX PAP ,B ,Q,4.13,4.13,4.13,4.13,4.13,4.13,2,93,384.00,
533022,20 MICRONS  ,B ,Q,33.40,33.45,32.50,32.70,32.70,33.15,463,73821,2425424.00,
533023,WABCO       ,B ,Q,3555.00,3599.90,3465.00,3497.75,3465.00,3616.50,216,689,2422432.00,
533029,ALKALI      ,B ,Q,23.10,23.10,22.50,22.65,22.65,23.55,32,1706,38939.00,
533033,ISGEC*      ,T ,Q,2330.05,2400.00,2260.00,2368.60,2400.00,2354.85,145,1289,2990691.00,
533047,INDIAN MET  ,B ,Q,369.10,372.00,362.00,365.10,365.10,370.75,267,6132,2249482.00,
533048,GI ENGINERG ,T ,Q,4.80,4.80,4.80,4.80,4.80,4.66,8,300,1440.00,
533056,VEDAVAAG    ,B ,Q,8.50,9.00,8.50,8.92,9.00,8.45,15,5611,49797.00,
533059,BRAND HOUSE ,T ,Q,2.67,2.79,2.60,2.65,2.65,2.71,32,7753,20683.00,
533065,REISIX TENR ,T ,Q,0.41,0.45,0.41,0.43,0.42,0.43,162,512340,225334.00,
533068,ARROW TEX   ,B ,Q,9.01,9.36,8.65,8.72,9.36,9.09,28,3708,32508.00,
533079,SAND PLAST  ,T ,Q,3.29,3.29,3.25,3.25,3.25,3.23,18,3136,10280.00,
533080,MOLDTKPACK  ,B ,Q,63.60,65.75,60.90,64.50,65.50,62.25,413,56671,3564298.00,
533083,RISHABHDEV  ,B ,Q,3.79,4.25,3.79,4.18,4.18,3.98,92,24713,101468.00,
533088,MAH HOLIDAY ,B ,Q,309.65,311.00,298.00,299.85,299.85,309.65,962,13050,3943155.00,
533090,EXCEL INFO  ,B ,Q,19.50,20.60,19.25,20.10,20.10,19.80,125,6884,137385.00,
533093,RAJ OIL     ,T ,Q,1.90,2.02,1.86,1.91,1.99,1.94,101,82647,158773.00,
533095,BENGLA& ASM ,B ,Q,421.00,437.40,401.00,419.50,437.40,421.50,93,1737,716864.00,
533096,ADANI POWER ,A ,Q,58.20,58.30,55.10,56.20,56.20,57.95,11384,1594530,90002417.00,
533098,NHPC        ,A ,Q,23.60,23.65,22.75,23.05,23.05,23.55,2716,1022663,23582205.00,
533100,PREMIER ENER,T ,Q,10.25,10.25,10.25,10.25,10.25,10.00,2,25,256.00,
533101,SURYAMBA SP ,B ,Q,40.35,41.85,40.10,40.15,41.85,42.50,17,415,16714.00,
533103,JINDALCOTEX ,B ,Q,18.40,18.40,17.30,17.55,17.55,18.25,520,50264,888090.00,
533104,GLOBUS SPR  ,B ,Q,82.15,83.50,79.00,79.55,79.55,82.55,376,12312,992153.00,
533106,OIL INDIA   ,A ,Q,581.20,583.45,574.70,582.40,582.40,580.20,1612,23183,13444743.00,
533107,PIPAVAVDOC  ,A ,Q,57.40,57.50,54.45,54.80,54.80,57.30,2320,203606,11232435.00,
533108,BHILWRA TEC ,B ,Q,8.35,8.75,8.35,8.40,8.40,8.54,6,2199,18504.00,
533109,EURO MULTI  ,T ,Q,3.50,3.50,3.18,3.50,3.50,3.34,45,27300,95300.00,
533110,SH PRECOTED ,T ,Q,3.83,3.85,3.83,3.85,3.85,4.03,13,1376,5270.00,
533121,THINKSOFT   ,B ,Q,487.00,499.90,475.00,483.35,483.35,481.25,1802,29715,14527789.00,
533122,INDIAB POWER,B ,Q,12.05,12.05,11.36,11.46,11.46,11.94,2131,1205730,13895216.00,
533137,DEN NETWORK ,B ,Q,213.10,221.35,209.60,211.50,209.60,212.40,1594,17954,3870333.00,
533138,ASTEC LIFE  ,B ,Q,57.80,58.90,54.70,58.55,58.60,57.45,430,125913,7331364.00,
533144,COX KINGS   ,B ,Q,258.00,260.40,254.50,258.25,258.10,257.20,1840,47665,12264411.00,
533146,DLINK IND   ,T ,Q,76.80,76.90,72.00,73.70,73.30,73.35,448,30722,2294351.00,
533148,JSW ENERGY  ,A ,Q,81.60,81.90,78.05,79.65,79.65,81.45,4860,485975,38696069.00,
533149,ESSAR SECU  ,B ,Q,53.55,53.55,48.00,49.50,49.50,50.50,41,3282,160566.00,
533150,GODREJ PROP ,B ,Q,242.25,242.25,233.70,234.80,234.80,241.25,1208,23333,5519525.00,
533151,D B CORP    ,B ,Q,325.90,328.00,321.25,322.80,322.80,322.85,246,4026,1305544.00,
533152,MBL INFRA   ,B ,Q,294.00,294.00,280.45,289.80,289.80,288.75,188,4561,1298786.00,
533154,INFINITE    ,B ,Q,155.95,158.40,148.00,148.60,149.50,156.00,439,10493,1591603.00,
533155,JUBL FOOD   ,A ,Q,1257.05,1311.00,1257.05,1293.30,1293.30,1258.95,2229,17898,23115629.00,
533156,VASCON ENG  ,B ,Q,28.40,28.45,27.70,28.05,28.05,29.15,46,3829,107246.00,
533157,SYNCOM HEAL ,B ,Q,6.60,6.60,5.89,5.89,5.89,6.54,272,241369,1448437.00,
533158,THANGAMAYIL ,T ,Q,200.00,200.00,193.20,199.50,199.50,196.05,21,594,118023.00,
533160,D B REALTY  ,T ,Q,82.35,84.50,80.80,83.90,84.45,84.00,353,22804,1893176.00,
533161,EMMBI       ,B ,Q,14.50,14.90,14.30,14.60,14.60,14.85,76,16730,243677.00,
533162,HATHWAY CAB ,B ,Q,317.00,317.55,309.55,310.25,310.15,316.70,113,864,270961.00,
533163,ARSS INFRA  ,T ,Q,58.20,58.20,54.80,55.05,54.85,57.65,260,19010,1053392.00,
533164,TEXMO PIPES ,B ,Q,16.16,16.21,15.31,15.48,15.38,16.05,884,98502,1539378.00,
533166,SUNDARAMMUL ,B ,Q,3.57,3.60,3.35,3.43,3.43,3.40,223,153569,536386.00,
533167,CORO ENGG   ,B ,Q,61.00,61.10,58.75,59.55,59.00,61.65,246,10790,643260.00,
533168,ROSSELL IND ,T ,Q,62.65,62.70,61.00,62.15,62.15,60.00,46,2682,166707.00,
533169,MAN INFRA   ,B ,Q,163.90,164.50,156.00,158.95,158.00,163.20,866,10604,1708514.00,
533170,TAMBOLI CAP ,B ,Q,28.40,28.60,27.20,27.90,27.90,28.20,23,2042,57617.00,
533171,UNITED BANK ,B ,Q,51.00,51.00,48.20,49.00,49.00,50.90,1378,127980,6319930.00,
533176,DQ ENT      ,B ,Q,26.70,26.70,24.00,24.90,24.45,26.25,430,50222,1243993.00,
533177,IL&FS TRANS ,B ,Q,235.15,239.20,230.05,236.05,236.05,235.55,1970,51223,12002461.00,
533178,PRADIPOVERS ,B ,Q,3.90,4.00,3.75,3.76,3.76,3.91,71,10208,38559.00,
533179,PERSISTENT  ,B ,Q,1260.00,1299.00,1250.00,1285.30,1285.30,1270.75,447,4150,5249189.00,
533180,SGJHL       ,B ,Q,35.00,35.00,32.40,32.40,32.40,34.10,286,22451,741909.00,
533181,INTRASOFT   ,B ,Q,48.75,55.65,47.90,49.00,48.00,48.75,149,7077,351734.00,
533189,GOENKA DIAM ,B ,Q,3.34,3.34,3.12,3.25,3.22,3.34,264,89389,289048.00,
533192,KCP SUGAR IN,B ,Q,21.25,21.85,21.00,21.10,21.05,22.05,173,15610,330486.00,
533193,KIRLOSKAR EL,B ,Q,32.25,32.65,31.60,31.90,31.60,32.65,51,2180,70029.00,
533200,TALWALKAR   ,B ,Q,205.35,210.70,195.00,199.60,198.05,203.80,1208,20883,4202427.00,
533202,NITESH EST  ,B ,Q,15.25,15.25,14.70,14.95,15.00,15.30,203,36472,548534.00,
533203,TARAPUR TRA ,B ,Q,8.05,8.20,8.00,8.00,8.00,8.30,19,2455,19768.00,
533204,MANDHANA    ,B ,Q,240.00,240.00,234.00,237.05,234.00,238.00,201,16983,4012514.00,
533206,SJVN        ,B ,Q,23.10,24.20,22.90,23.95,23.95,23.05,1194,266838,6291811.00,
533207,JPINFRATEC  ,A ,Q,36.00,36.40,32.80,33.35,33.35,36.00,9823,2164047,73693464.00,
533208,EMAMI PAPER ,B ,Q,36.00,39.90,36.00,39.80,39.80,40.00,16,730,28033.00,
533210,KRITI NUTRI ,B ,Q,4.65,4.75,4.09,4.50,4.50,4.32,31,10800,49313.00,
533211,PARAB DRUGS ,B ,Q,7.30,7.75,7.24,7.31,7.31,7.56,60,14694,108889.00,
533213,FRONT SEC   ,B ,Q,67.00,67.00,61.10,61.10,61.10,61.10,4,100,6115.00,
533216,TECHNOFAB   ,B ,Q,150.05,150.05,149.80,149.80,149.80,153.70,4,20,2998.00,
533217,HMVL        ,B ,Q,159.90,163.00,156.85,158.10,158.70,159.45,184,2768,442808.00,
533218,EMAMI INFRA ,B ,Q,27.00,27.00,26.55,26.65,26.65,27.00,18,3650,97185.00,
533219,SHRIASTER   ,T ,Q,9.51,10.10,9.51,10.10,10.10,9.70,21,2560,25558.00,
533221,ASIAN HTL W ,B ,Q,114.90,114.90,110.00,110.00,110.00,114.85,23,480,53336.00,
533227,ASIAN HTL E ,B ,Q,222.00,225.40,222.00,225.40,225.40,225.45,6,275,61957.00,
533228,SKS MICRO   ,B ,Q,295.25,297.95,283.55,287.00,287.00,276.45,34619,1079591,312646391.00,
533229,BAJAJ CORP  ,B ,Q,233.20,233.40,229.10,230.15,232.00,232.10,505,10458,2414515.00,
533230,HDFCMFGETF  ,E ,Q,2646.05,2675.95,2640.00,2640.05,2640.05,2656.79,92,290,767318.00,
533239,PRAKASHSTL  ,B ,Q,123.65,123.90,120.15,120.85,121.00,122.60,186,13909,1693660.00,
533248,GPPL        ,B ,Q,134.70,146.95,131.10,143.60,143.60,133.40,19221,1128710,157567834.00,
533252,WELSPUN INV ,T ,Q,29.75,29.75,29.75,29.75,29.75,28.35,6,1000,29750.00,
533256,HIRA FERRO  ,B ,Q,31.10,31.10,31.10,31.10,31.10,31.10,6,925,28767.00,
533257,INDOSOLAR   ,T ,Q,7.44,7.70,7.07,7.07,7.07,7.44,375,191350,1367483.00,
533258,TIRUPATI IN ,T ,Q,13.89,14.33,13.30,13.39,13.30,13.76,69,10194,136912.00,
533259,MICROSECFIN ,B ,Q,50.20,51.95,50.20,51.00,51.00,50.40,40,3935,201069.00,
533260,CAREERP     ,B ,Q,126.75,130.00,126.75,129.35,130.00,133.35,12,160,20540.00,
533261,EROS MEDIA  ,B ,Q,226.70,230.80,219.00,221.00,221.00,225.65,3895,102812,23241040.00,
533262,RAMKY INFRA ,B ,Q,72.75,72.75,67.50,68.25,68.00,70.20,182,6173,435620.00,
533263,GREENPOWER  ,T ,Q,16.30,16.40,15.50,15.50,15.50,16.30,185,73188,1155510.00,
533264,ELECTROSTEEL,B ,Q,5.70,5.70,5.38,5.38,5.38,5.66,378,386713,2098603.00,
533265,GALLISPAT   ,B ,Q,443.30,444.50,433.75,435.00,435.00,443.75,748,37714,16521539.00,
533266,TECPRO SYS  ,T ,Q,21.65,22.50,20.65,21.00,21.00,21.70,112,14041,298059.00,
533267,CANTABIL    ,B ,Q,21.85,21.85,21.85,21.85,21.85,23.15,2,400,8740.00,
533268,SEATV       ,B ,Q,13.95,14.10,13.50,14.00,14.00,13.60,77,16392,228466.00,
533269,VATECH WABA ,T ,Q,1470.00,1511.00,1470.00,1500.25,1511.00,1495.55,399,1907,2854785.00,
533270,BEDMUTHA IN ,B ,Q,15.20,15.90,15.00,15.30,15.35,15.50,65,8042,123786.00,
533271,ASHOKA      ,B ,Q,143.05,143.05,135.00,138.55,137.00,142.80,747,9219,1278937.00,
533272,CEBBCO      ,T ,Q,18.20,18.35,17.70,18.05,18.00,18.60,157,22893,410878.00,
533273,OBEROI REAL ,A ,Q,266.00,266.45,258.25,262.55,262.50,266.70,1474,17460,4555792.00,
533274,PRESTIGE    ,A ,Q,244.00,254.30,244.00,252.60,251.00,243.60,2227,50967,12755228.00,
533275,GYSCOAL     ,B ,Q,43.00,43.10,40.10,42.90,42.90,42.20,126,17278,728033.00,
533276,BSLIMITED   ,B ,Q,36.40,37.00,35.50,35.75,36.00,36.40,1808,465142,16665321.00,
533278,COAL INDIA  ,A ,Q,385.00,386.70,374.35,376.20,376.20,385.05,10491,783953,298370815.00,
533281,TECHNO ELE  ,B ,Q,305.00,305.00,284.55,288.55,288.90,297.35,543,7588,2205866.00,
533282,GRAVITA     ,B ,Q,75.00,75.00,72.00,72.65,72.65,74.45,219,20250,1477687.00,
533284,RPP INFRA   ,B ,Q,94.00,94.00,77.00,77.40,77.00,78.55,215,25938,2050994.00,
533285,RDB REALTY  ,B ,Q,26.75,27.75,26.40,27.35,27.00,27.65,48,4891,132394.00,
533286,MOIL LTD    ,B ,Q,301.75,301.75,292.10,294.60,294.60,300.20,1042,13538,4001714.00,
533287,ZEE LEARN   ,B ,Q,31.40,32.00,30.90,31.65,31.60,31.50,598,135805,4278477.00,
533288,CLARIS LIFE ,B ,Q,163.20,164.50,158.50,159.40,159.40,163.20,925,28329,4562181.00,
533289,KESAR TERMI ,B ,Q,155.25,165.00,154.00,158.80,160.95,155.95,167,10311,1639798.00,
533292,A2ZMES      ,B ,Q,36.00,36.40,33.25,34.90,34.90,35.00,8889,1378336,47726877.00,
533293,KIRLOIL ENG ,B ,Q,271.00,272.95,265.30,267.40,266.00,269.90,146,2286,614363.00,
533294,RAVI KUMAR  ,B ,Q,6.25,6.30,5.77,6.13,6.13,6.34,114,21329,130339.00,
533295,PUNJABNSIND ,B ,Q,68.25,68.45,66.20,66.45,66.45,67.95,681,30715,2058021.00,
533296,FMNL        ,B ,Q,15.96,15.96,15.94,15.96,15.96,15.20,23,4373,69789.00,
533297,KIRL INVEST ,B ,Q,1331.00,1408.00,1330.10,1350.05,1330.10,1350.00,20,27,36530.00,
533298,SURANA VENT ,T ,Q,66.25,66.25,65.00,65.00,65.00,65.00,74,29481,1919990.00,
533301,SHEKHAWATI  ,B ,Q,2.18,2.18,2.02,2.17,2.18,2.08,148,198007,428764.00,
533302,KALYANI INV ,B ,Q,662.00,679.90,662.00,679.00,679.00,662.10,34,312,208514.00,
533303,BF INVEST   ,B ,Q,86.35,86.80,79.50,80.65,81.75,86.35,1542,45639,3737931.00,
533304,CMAHENDRA   ,B ,Q,193.50,201.00,188.80,198.55,198.55,190.80,2129,175802,34053950.00,
533305,SRS REAL    ,B ,Q,48.75,48.75,46.10,46.95,46.95,48.50,434,183883,8722497.00,
533306,SUMMIT SECU ,B ,Q,264.80,274.80,263.05,269.05,274.00,274.10,108,1424,381235.00,
533309,DALMIABHA   ,T ,Q,450.00,455.00,446.25,446.65,446.25,456.15,14,127,56872.00,
533316,STEL        ,T ,Q,32.00,33.35,30.70,30.95,31.05,32.25,62,8188,263579.00,
533317,OMKAR SPC   ,B ,Q,137.05,138.45,136.00,137.10,137.10,137.00,724,98135,13438399.00,
533320,JUBILNT IND ,B ,Q,125.00,125.00,111.00,111.40,111.20,116.60,70,2426,273781.00,
533326,TEXMACO RAIL,B ,Q,92.05,93.00,89.10,90.10,90.10,91.80,1975,95556,8683354.00,
533329,IND TERRAIN ,B ,Q,203.50,213.00,201.10,207.00,207.00,208.65,60,780,162497.00,
533330,ACROPET TEC ,B ,Q,3.52,3.53,3.47,3.47,3.47,3.60,96,35497,124278.00,
533332,SUDAR       ,B ,Q,29.50,29.50,28.05,28.15,28.40,29.50,183,6438,183414.00,
533333,FINEOTEX  CH,T ,Q,73.85,73.85,70.00,72.60,72.60,71.00,16,410,28709.00,
533336,DHUNINV     ,B ,Q,75.70,75.70,75.00,75.00,75.00,75.55,15,740,55794.00,
533339,ZEN TECH    ,B ,Q,124.00,128.00,121.00,125.75,128.00,124.55,127,6644,819907.00,
533343,LOVABLE     ,B ,Q,390.00,391.70,373.80,377.15,377.15,388.90,1378,22114,8443214.00,
533344,PTCFIN SER  ,B ,Q,33.05,33.05,30.80,31.00,31.00,32.90,4526,1096073,34520866.00,
533385,N100        ,E ,Q,235.00,237.00,234.00,237.00,237.00,239.60,10,96,22471.00,
533389,SHILPI CABLE,B ,Q,60.75,60.75,60.75,60.75,60.75,57.90,104,11590,704092.00,
533393,TCI DEVELP  ,T ,Q,245.00,252.00,228.00,228.00,228.00,240.00,21,1250,300840.00,
533398,MUTHOOT FIN ,A ,Q,175.00,177.05,172.10,175.10,175.10,174.40,1414,32374,5661044.00,
533399,PARAMOUNT PR,T ,Q,1.55,1.55,1.55,1.55,1.55,1.50,4,900,1395.00,
533400,FCEL        ,B ,Q,10.50,10.50,9.60,9.84,9.84,10.32,1527,344368,3405376.00,
533401,SERVALAKSHMI,T ,Q,4.40,4.40,4.01,4.20,4.20,4.22,25,5835,23422.00,
533402,INNOV IND   ,T ,Q,18.25,19.45,17.85,18.00,19.25,18.75,68,10045,180736.00,
533407,CIL NOVA    ,B ,Q,23.00,23.00,23.00,23.00,23.00,24.15,2,100,2300.00,
533411,SANGH FORG  ,T ,Q,39.00,39.00,35.85,35.90,36.00,37.70,47,2551,94782.00,
533412,DRDATSONS   ,B ,Q,12.20,12.30,11.75,11.95,11.95,12.25,957,185137,2210869.00,
533427,VMS INDUSTR ,T ,Q,36.30,36.30,36.30,36.30,36.30,37.00,2,1,36.00,
533444,TIMBOR HOME ,B ,Q,13.20,13.20,12.10,12.85,12.85,12.70,4442,122699,1569862.00,
533451,KARMA ENERG ,B ,Q,19.55,20.45,19.50,19.50,19.50,20.05,9,266,5199.00,
533452,WEIZMANN FX ,T ,Q,154.00,155.00,147.20,155.00,155.00,152.50,9,317,48420.00,
533469,BIRLAPACIFIC,T ,Q,0.45,0.45,0.45,0.45,0.45,0.43,17,31518,14183.00,
533470,RUSHIL DECOR,T ,Q,45.80,45.80,42.75,42.85,42.75,44.95,51,1368,59041.00,
